label,case,toy,variant,group,seed,epoch,time_to_ceiling,final_within_ceiling,mean_payoff,action_rate,mean_policy_action_probability_pre_revision,mean_policy_action_probability_post_local,mean_policy_action_probability_post_social,policy_action_probability_pre_revision_gt_0p5_rate,policy_action_probability_pre_revision_gt_0p7_rate,policy_action_probability_pre_revision_gt_0p9_rate,policy_action_probability_pre_revision_dwell_0p4_0p6_rate,policy_action_probability_pre_revision_p10,policy_action_probability_pre_revision_p50,policy_action_probability_pre_revision_p90,policy_action_probability_post_local_gt_0p5_rate,policy_action_probability_post_local_gt_0p7_rate,policy_action_probability_post_local_gt_0p9_rate,policy_action_probability_post_local_dwell_0p4_0p6_rate,policy_action_probability_post_local_p10,policy_action_probability_post_local_p50,policy_action_probability_post_local_p90,policy_action_probability_post_social_gt_0p5_rate,policy_action_probability_post_social_gt_0p7_rate,policy_action_probability_post_social_gt_0p9_rate,policy_action_probability_post_social_dwell_0p4_0p6_rate,policy_action_probability_post_social_p10,policy_action_probability_post_social_p50,policy_action_probability_post_social_p90,policy_probability_threshold_crossings_0p5_count,policy_probability_threshold_crossings_0p7_count,policy_probability_threshold_crossings_0p9_count,policy_probability_threshold_crossings_0p5_rate,policy_probability_threshold_crossings_0p7_rate,policy_probability_threshold_crossings_0p9_rate,action_flip_count,action_flip_rate,policy_pre_to_local_delta,policy_local_to_social_delta,policy_social_to_action_gap,action_rate_delta,mean_payoff_delta,realized_revision_rate,mean_local_loss,mean_social_loss,domain_effective_advantage_mean,domain_effective_advantage_positive_rate,domain_basin_action1_advantage_mean,domain_basin_action1_advantage_positive_rate,domain_basin_training_effective_advantage_mean,domain_basin_training_effective_advantage_positive_rate,domain_basin_training_effective_advantage_abs_mean,domain_basin_credit_positive_rate,domain_basin_score_delta_mean,domain_resource_fraction
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,2,47,26,True,2.99,0.99,0.9977051723003387,0.9977450150251389,0.9977800285816193,1.0,1.0,1.0,0.0,0.9967693626880646,0.9979088604450226,0.9985932111740112,1.0,1.0,1.0,0.0,0.9968104720115661,0.997942328453064,0.9986113548278809,1.0,1.0,1.0,0.0,0.9968476593494415,0.9979732632637024,0.9986293494701386,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,3.984272480017648e-05,3.501355648038995e-05,0.007780028581619303,-0.010000000000000009,-0.009999999999999787,1.0,0.0008846673154039308,7.464548689313233e-06,0.45600000000000024,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,2,48,26,True,2.99,0.99,0.9977454757690429,0.997783460021019,0.9978168267011642,1.0,1.0,1.0,0.0,0.9968500196933746,0.9979473054409027,0.9986287474632263,1.0,1.0,1.0,0.0,0.9968888521194458,0.9979803264141083,0.99864661693573,1.0,1.0,1.0,0.0,0.9969245553016662,0.9980081915855408,0.9986619472503662,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.02,3.798425197609756e-05,3.336668014519706e-05,0.007816826701164237,0.0,0.0,1.0,0.0008834711977397092,7.3181121842935685e-06,0.45600000000000024,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,2,49,26,True,3.0,1.0,0.9977520358562469,0.9977893930673599,0.9978222650289535,1.0,1.0,1.0,0.0,0.9969265699386597,0.9980429708957672,0.9986762166023254,1.0,1.0,1.0,0.0,0.9969639122486115,0.9980775713920593,0.9986993074417114,1.0,1.0,1.0,0.0,0.9969980835914611,0.9981085062026978,0.9987190067768097,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,3.7357211112976074e-05,3.287196159362793e-05,-0.002177734971046452,0.010000000000000009,0.009999999999999787,1.0,0.0008564639705582522,7.99826520960778e-06,0.45000000000000023,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,2,50,26,True,3.0,1.0,0.9979200661182404,0.9979535901546478,0.9979830557107925,1.0,1.0,1.0,0.0,0.9969999015331268,0.9981120228767395,0.9987198531627655,1.0,1.0,1.0,0.0,0.997035825252533,0.998142421245575,0.9987481117248536,1.0,1.0,1.0,0.0,0.9970691323280334,0.9981715679168701,0.9987679660320282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.352403640743962e-05,2.946555614469215e-05,-0.002016944289207512,0.0,0.0,1.0,0.0007898362155538052,6.798760732635856e-06,0.45000000000000023,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,0,22,True,2.195,0.47,0.495712094604969,0.495712094604969,0.495712094604969,0.45,0.0,0.0,0.89,0.421925887465477,0.48844295740127563,0.585379695892334,0.45,0.0,0.0,0.89,0.421925887465477,0.48844295740127563,0.585379695892334,0.45,0.0,0.0,0.89,0.421925887465477,0.48844295740127563,0.585379695892334,,,,,,,,,0.0,0.0,0.025712094604969038,,,0.0,0.0,0.0,,,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,1,22,True,2.95,0.95,0.495712094604969,0.5221229383349418,0.5393991592526436,0.45,0.0,0.0,0.89,0.421925887465477,0.48844295740127563,0.585379695892334,0.59,0.0,0.0,0.84,0.44740451872348785,0.5138531923294067,0.6078139126300812,0.68,0.0,0.0,0.81,0.4644311159849167,0.5324020683765411,0.6278579235076904,23.0,0.0,0.0,0.23,0.0,0.0,52.0,0.52,0.02641084372997282,0.017276220917701757,-0.41060084074735637,0.48,0.7550000000000003,1.0,0.3350586943328381,0.0006432293355464935,0.4800000000000002,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,2,22,True,2.82,0.84,0.5377630704641342,0.5631816297769546,0.5835423016548157,0.71,0.0,0.0,0.75,0.4592951238155365,0.5327159762382507,0.6362229406833648,0.8,0.05,0.0,0.69,0.4816364347934723,0.5608144998550415,0.6541407227516175,0.89,0.07,0.0,0.63,0.4986525595188141,0.5826041400432587,0.6765461206436157,21.0,7.0,0.0,0.21,0.07,0.0,19.0,0.19,0.025418559312820443,0.02036067187786106,-0.2564576983451843,-0.10999999999999999,-0.13000000000000034,1.0,0.3370239982008934,0.0008033260703086853,0.546,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,3,22,True,2.695,0.77,0.5788727754354477,0.602585186958313,0.622606483399868,0.9,0.05,0.0,0.6,0.5006457358598709,0.5807746946811676,0.6690340697765351,0.92,0.11,0.0,0.48,0.5159883618354797,0.6031084358692169,0.7014013469219208,0.96,0.16,0.0,0.37,0.5297790110111237,0.617092102766037,0.7196901440620422,7.0,9.0,0.0,0.07,0.09,0.0,33.0,0.33,0.023712411522865295,0.020021296441555037,-0.147393516600132,-0.06999999999999995,-0.125,1.0,0.318063173443079,0.0008297915756702423,0.5880000000000001,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,4,22,True,2.595,0.69,0.619349952340126,0.6415552163124084,0.6607416930794716,0.97,0.13,0.0,0.41,0.5451559364795685,0.6142715215682983,0.7225992560386658,0.98,0.2,0.0,0.28,0.5567520201206207,0.6339454352855682,0.7424557507038116,0.98,0.31,0.0,0.18,0.5764296114444732,0.6542881429195404,0.757009905576706,2.0,15.0,0.0,0.02,0.15,0.0,36.0,0.36,0.022205263972282396,0.0191864767670632,-0.029258306920528332,-0.08000000000000007,-0.09999999999999964,1.0,0.3020682034641504,0.0007901208102703095,0.6360000000000001,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,5,22,True,2.615,0.7,0.6564274796843529,0.6776000100374222,0.6961413323879242,0.98,0.28,0.0,0.19,0.5785149812698365,0.6557952761650085,0.7407145500183105,0.99,0.38,0.0,0.1,0.5988575637340545,0.6765167713165283,0.7566936612129211,0.99,0.48,0.0,0.08,0.6137578368186951,0.6968263387680054,0.7772987723350525,1.0,23.0,0.0,0.01,0.23,0.0,43.0,0.43,0.02117253035306932,0.018541322350501988,-0.0038586676120757613,0.010000000000000009,0.020000000000000018,1.0,0.26521362029016016,0.0007428775727748871,0.6300000000000001,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,6,22,True,2.66,0.73,0.6973900505900383,0.7175602442026139,0.7351634573936462,0.99,0.48,0.0,0.11,0.5986730456352234,0.6938850581645966,0.8077816009521485,0.99,0.58,0.0,0.07,0.616437166929245,0.714159220457077,0.8259148538112641,0.99,0.68,0.0,0.04,0.6331253230571747,0.7343425750732422,0.8427633702754974,0.0,22.0,0.0,0.0,0.22,0.0,31.0,0.31,0.02017019361257555,0.017603213191032308,0.005163457393646209,0.030000000000000027,0.04499999999999993,1.0,0.22274449750781058,0.0009724177420139313,0.6120000000000001,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,7,22,True,2.635,0.72,0.7380649703741073,0.7573604696989059,0.7741708111763,0.99,0.73,0.0,0.05,0.6328709781169891,0.7346128523349762,0.834229451417923,0.99,0.82,0.0,0.03,0.6493810296058655,0.757416695356369,0.8510540425777435,0.99,0.86,0.01,0.02,0.6678548038005829,0.7754665911197662,0.8616276919841767,0.0,18.0,1.0,0.0,0.18,0.01,35.0,0.35,0.01929549932479857,0.01681034147739413,0.05417081117630007,-0.010000000000000009,-0.025000000000000355,1.0,0.18577616807073355,0.0009655681252479553,0.6180000000000001,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,8,22,True,2.765,0.8,0.7728825706243515,0.7904761147499084,0.805721499323845,0.99,0.87,0.01,0.02,0.6510973274707794,0.7753068804740906,0.8595178902149201,0.99,0.87,0.04,0.01,0.6718497037887573,0.7957901656627655,0.8743080377578736,1.0,0.89,0.06,0.01,0.6906253933906555,0.8140090107917786,0.887898302078247,1.0,7.0,5.0,0.01,0.07,0.05,38.0,0.38,0.017593544125556915,0.015245384573936538,0.005721499323844914,0.08000000000000007,0.13000000000000034,1.0,0.14824306659400463,0.0010627420246601105,0.5700000000000002,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,9,22,True,2.79,0.82,0.8125030285120011,0.8284758061170578,0.8422527086734771,1.0,0.91,0.1,0.01,0.7045947551727295,0.8293079733848572,0.8985392272472382,1.0,0.92,0.17,0.01,0.7218020260334015,0.8470791578292847,0.9110122442245484,1.0,0.94,0.23,0.01,0.7381341397762299,0.8610884249210358,0.921473640203476,0.0,5.0,17.0,0.0,0.05,0.17,32.0,0.32,0.015972777605056776,0.01377690255641928,0.022252708673477173,0.019999999999999907,0.02499999999999991,1.0,0.1150564699433744,0.0011968782171607017,0.5580000000000002,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,10,22,True,2.84,0.86,0.8452489358186722,0.8591661703586578,0.8711154043674469,1.0,0.97,0.25,0.01,0.7460623562335968,0.86305370926857,0.9176012814044953,1.0,0.97,0.36,0.01,0.7649768650531769,0.8790668845176697,0.9280608057975769,1.0,0.98,0.46,0.01,0.7786257088184356,0.8924241065979004,0.9344039678573609,0.0,4.0,23.0,0.0,0.04,0.23,26.0,0.26,0.013917234539985612,0.011949234008789111,0.011115404367446957,0.040000000000000036,0.04999999999999982,1.0,0.08799074886366726,0.0012589583173394203,0.5340000000000003,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,11,22,True,2.85,0.86,0.8747845929861069,0.8866492694616318,0.8967581087350845,1.0,0.97,0.44,0.01,0.7869781136512757,0.8928060531616211,0.935634469985962,1.0,0.98,0.54,0.01,0.8073077082633973,0.9047149419784546,0.9421014547348023,1.0,0.98,0.62,0.01,0.8226041316986084,0.914392739534378,0.9484483659267426,0.0,0.0,22.0,0.0,0.0,0.22,20.0,0.2,0.011864676475524916,0.010108839273452741,0.03675810873508456,0.0,0.010000000000000231,1.0,0.06984417859464884,0.0011138290166854859,0.5340000000000001,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,12,22,True,2.84,0.86,0.8991146159172058,0.9090096658468246,0.9174216043949127,1.0,0.99,0.63,0.01,0.8182920396327973,0.919916957616806,0.948779410123825,1.0,0.99,0.71,0.0,0.8342526853084564,0.9286273419857025,0.9554270386695862,1.0,0.99,0.77,0.0,0.8486901223659515,0.9362888336181641,0.9599947988986969,0.0,1.0,15.0,0.0,0.01,0.15,24.0,0.24,0.009895049929618871,0.008411938548088083,0.05742160439491273,0.0,-0.010000000000000231,1.0,0.05505048766732216,0.0009938200749456882,0.5340000000000001,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,13,22,True,2.935,0.94,0.9148549509048461,0.9230155229568482,0.929932399392128,1.0,0.98,0.77,0.0,0.8604942202568054,0.9316205382347107,0.957860153913498,1.0,0.99,0.81,0.0,0.8765213847160339,0.9389478862285614,0.9624312818050385,1.0,0.99,0.86,0.0,0.8886366963386536,0.9450871646404266,0.966171932220459,0.0,0.0,11.0,0.0,0.0,0.11,16.0,0.16,0.008160572052002046,0.006916876435279828,-0.01006760060787193,0.07999999999999996,0.0950000000000002,1.0,0.041521296687424186,0.0008972471952438354,0.4860000000000002,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,14,22,True,2.955,0.96,0.935064092874527,0.9415796136856079,0.9471157282590866,1.0,0.99,0.87,0.0,0.89202099442482,0.9497094452381134,0.9701026499271392,1.0,0.99,0.9,0.0,0.9034528195858001,0.9542784988880157,0.9733632624149322,1.0,1.0,0.92,0.0,0.9132735848426818,0.9581379294395447,0.9759972572326661,0.0,1.0,6.0,0.0,0.01,0.06,6.0,0.06,0.006515520811080977,0.00553611457347869,-0.012884271740913333,0.020000000000000018,0.020000000000000018,1.0,0.030751526802778244,0.0007527914084494114,0.4740000000000002,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,15,22,True,2.95,0.95,0.948900049328804,0.9540401655435562,0.9583974134922028,1.0,1.0,0.93,0.0,0.9126826822757721,0.959900975227356,0.9768256366252899,1.0,1.0,0.93,0.0,0.922080785036087,0.9638716876506805,0.9792694985866547,1.0,1.0,0.95,0.0,0.9308049321174622,0.9674561619758606,0.9810315132141113,0.0,0.0,3.0,0.0,0.0,0.03,7.0,0.07,0.005140116214752188,0.004357247948646559,0.008397413492202799,-0.010000000000000009,-0.004999999999999893,1.0,0.024104728936217724,0.0005234601814299822,0.48000000000000015,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,16,22,True,2.96,0.96,0.9586251497268676,0.9627530038356781,0.9662539774179458,1.0,1.0,0.95,0.0,0.9317947328090668,0.9668904542922974,0.9808779120445251,1.0,1.0,0.97,0.0,0.9393552303314209,0.9703271389007568,0.9822240769863129,1.0,1.0,0.97,0.0,0.9453202486038208,0.9734078347682953,0.9835921049118042,0.0,0.0,2.0,0.0,0.0,0.02,9.0,0.09,0.004127854108810447,0.0035009735822677523,0.006253977417945866,0.010000000000000009,0.009999999999999787,1.0,0.01856293937191367,0.00040034660138189794,0.4740000000000002,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,17,22,True,2.96,0.96,0.9669293040037155,0.9701596695184708,0.9728955310583115,1.0,1.0,0.97,0.0,0.9475521326065064,0.9737373888492584,0.9845679521560669,1.0,1.0,0.98,0.0,0.9542586207389832,0.9758496284484863,0.9860954940319061,1.0,1.0,0.98,0.0,0.9590583145618439,0.9779712855815887,0.9872105479240417,0.0,0.0,1.0,0.0,0.0,0.01,6.0,0.06,0.0032303655147553068,0.0027358615398407338,0.012895531058311538,0.0,0.0,1.0,0.014712410238571465,0.0002968058083206415,0.4740000000000002,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,18,22,True,2.99,0.99,0.9730340647697449,0.975573205947876,0.9777235871553421,1.0,1.0,0.99,0.0,0.9572661399841309,0.9780178964138031,0.9871272087097168,1.0,1.0,0.99,0.0,0.9622239351272583,0.9801920354366302,0.9882391691207886,1.0,1.0,0.99,0.0,0.966333943605423,0.9820774495601654,0.9889425337314606,0.0,0.0,1.0,0.0,0.0,0.01,5.0,0.05,0.0025391411781311435,0.0021503812074661344,-0.012276412844657858,0.030000000000000027,0.03000000000000025,1.0,0.01149459068197757,0.0002140139462426305,0.45600000000000024,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,19,22,True,2.98,0.98,0.9787705284357071,0.9806865960359573,0.9823084610700608,1.0,1.0,0.99,0.0,0.9668274044990539,0.9827713966369629,0.9893879115581512,1.0,1.0,0.99,0.0,0.9696526885032654,0.9840351641178131,0.9900729596614838,1.0,1.0,0.99,0.0,0.9725056827068329,0.9854634702205658,0.9907735705375671,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.03,0.0019160676002502042,0.0016218650341034424,0.0023084610700607744,-0.010000000000000009,-0.010000000000000231,1.0,0.008965281466953457,0.00013142711482942105,0.4620000000000002,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,20,22,True,2.955,0.96,0.9818964457511902,0.9834467911720276,0.9847645634412765,1.0,1.0,1.0,0.0,0.973797333240509,0.985192596912384,0.9908385753631592,1.0,1.0,1.0,0.0,0.9760183930397034,0.9862172901630402,0.991511344909668,1.0,1.0,1.0,0.0,0.9776542484760284,0.9872896671295166,0.9921211361885071,0.0,0.0,1.0,0.0,0.0,0.01,2.0,0.02,0.001550345420837429,0.0013177722692488958,0.024764563441276533,-0.020000000000000018,-0.02499999999999991,1.0,0.0079021589551121,0.00011815536767244339,0.47400000000000014,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,21,22,True,2.97,0.97,0.9841769260168075,0.9854424846172333,0.9865205806493759,1.0,1.0,1.0,0.0,0.9773956835269928,0.9871444404125214,0.9921437859535217,1.0,1.0,1.0,0.0,0.9783325731754303,0.9879624247550964,0.9926737487316132,1.0,1.0,1.0,0.0,0.979740583896637,0.9886391758918762,0.9931077718734741,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.07,0.0012655586004257646,0.0010780960321425948,0.016520580649375893,0.010000000000000009,0.015000000000000124,1.0,0.006789602937642485,8.370217401534318e-05,0.4680000000000002,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,22,22,True,3.0,1.0,0.9869927310943604,0.9879450154304504,0.9887568998336792,1.0,1.0,1.0,0.0,0.9802562952041626,0.9892538487911224,0.9929674148559571,1.0,1.0,1.0,0.0,0.9821036636829377,0.9899221062660217,0.9934044897556304,1.0,1.0,1.0,0.0,0.9835249364376069,0.9906066656112671,0.9937832474708557,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.03,0.0009522843360900701,0.0008118844032287686,-0.011243100166320796,0.030000000000000027,0.029999999999999805,1.0,0.005234363218769431,5.2461326122283934e-05,0.45000000000000023,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,23,22,True,3.0,1.0,0.9895206815004349,0.9902405565977097,0.990855051279068,1.0,1.0,1.0,0.0,0.984534764289856,0.9907481968402863,0.9939596951007843,1.0,1.0,1.0,0.0,0.9855423867702484,0.9912250936031342,0.9943001449108124,1.0,1.0,1.0,0.0,0.9864415407180787,0.9917453825473785,0.9946213901042938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007198750972747803,0.0006144946813583241,-0.009144948720931967,0.0,0.0,1.0,0.004176966946106404,3.3860963303595784e-05,0.45000000000000023,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,24,22,True,2.98,0.98,0.9909006452560425,0.9914737409353256,0.9919651585817337,1.0,1.0,1.0,0.0,0.9864548563957214,0.991798460483551,0.9946580648422241,1.0,1.0,1.0,0.0,0.9873144388198852,0.9922939538955688,0.995043283700943,1.0,1.0,1.0,0.0,0.9879861414432526,0.9928097724914551,0.9953126072883606,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.02,0.0005730956792830977,0.0004914176464081432,0.011965158581733748,-0.020000000000000018,-0.020000000000000018,1.0,0.0037320313265081493,2.7366366703063248e-05,0.4620000000000002,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,25,22,True,2.99,0.99,0.991495817899704,0.991981965303421,0.9924019205570221,1.0,1.0,1.0,0.0,0.986520403623581,0.9925803244113922,0.9953448653221131,1.0,1.0,1.0,0.0,0.9873191475868225,0.9929221570491791,0.9955557405948638,1.0,1.0,1.0,0.0,0.988264924287796,0.9932436943054199,0.9957395255565643,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.03,0.0004861474037169966,0.0004199552536011675,0.0024019205570221525,0.010000000000000009,0.010000000000000231,1.0,0.003436867503914982,2.7255818713456394e-05,0.45600000000000024,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,26,22,True,2.99,0.99,0.9927525860071182,0.9931334775686264,0.9934631878137589,1.0,1.0,1.0,0.0,0.9891857862472534,0.9936325252056122,0.995766407251358,1.0,1.0,1.0,0.0,0.9896793007850647,0.9938988387584686,0.9959359347820282,1.0,1.0,1.0,0.0,0.9901369571685791,0.9941030144691467,0.996085262298584,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.02,0.0003808915615081121,0.00032971024513250846,0.0034631878137588723,0.0,0.0,1.0,0.002877555780578405,2.2427535150200128e-05,0.45600000000000024,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,27,22,True,3.0,1.0,0.9935025483369827,0.9938155764341354,0.9940874528884888,1.0,1.0,1.0,0.0,0.9905804812908172,0.9941204488277435,0.995968097448349,1.0,1.0,1.0,0.0,0.9910578310489655,0.9943275451660156,0.996125090122223,1.0,1.0,1.0,0.0,0.9915242910385131,0.9945358037948608,0.9962628543376922,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0003130280971527233,0.00027187645435333696,-0.005912547111511235,0.010000000000000009,0.009999999999999787,1.0,0.0025472550245467574,1.9428713712841273e-05,0.45000000000000023,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,28,22,True,3.0,1.0,0.9942167460918426,0.9944739204645157,0.9946980804204941,1.0,1.0,1.0,0.0,0.9915655255317688,0.9946476519107819,0.9964735805988312,1.0,1.0,1.0,0.0,0.9919984459877014,0.9948419630527496,0.9966253876686096,1.0,1.0,1.0,0.0,0.9923289000988007,0.9950124323368073,0.9967385113239289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002571743726730302,0.0002241599559784646,-0.005301919579505876,0.0,0.0,1.0,0.002259418793255463,1.6574878245592117e-05,0.45000000000000023,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,29,22,True,3.0,1.0,0.9947175210714341,0.9949337708950042,0.9951229810714721,1.0,1.0,1.0,0.0,0.9923627555370331,0.9950189590454102,0.9967558860778809,1.0,1.0,1.0,0.0,0.9926900565624237,0.9952517747879028,0.9968904495239258,1.0,1.0,1.0,0.0,0.9929823756217957,0.995484858751297,0.9969847738742829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002162498235701582,0.00018921017646789107,-0.0048770189285278764,0.0,0.0,1.0,0.002058067522011697,1.5145824290812015e-05,0.45000000000000023,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,30,22,True,3.0,1.0,0.9951395213603973,0.9953235226869583,0.9954847329854966,1.0,1.0,1.0,0.0,0.9930110037326813,0.9955031275749207,0.99698805809021,1.0,1.0,1.0,0.0,0.9932846605777741,0.9956718981266022,0.9971068799495697,1.0,1.0,1.0,0.0,0.9934631705284118,0.9958260357379913,0.9972371697425843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018400132656104518,0.0001612102985382169,-0.0045152670145034435,0.0,0.0,1.0,0.0018889139068778604,1.3897197786718607e-05,0.45000000000000023,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,31,22,True,3.0,1.0,0.9954988420009613,0.9956567096710205,0.9957953137159348,1.0,1.0,1.0,0.0,0.9934673607349396,0.9958415925502777,0.9972366094589233,1.0,1.0,1.0,0.0,0.9936522543430328,0.9959852397441864,0.9973543882369995,1.0,1.0,1.0,0.0,0.9938153326511383,0.9960948824882507,0.9974333465099334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015786767005920854,0.00013860404491428113,-0.004204686284065229,0.0,0.0,1.0,0.0017452824587235226,1.2774269562214613e-05,0.45000000000000023,1.0,,,,,,,,
toy24_basin_credit_objective_blend_quick,toy2_basin_credit,toy2,decision_bootstrap_w1p0_e5_linear_welfare,diagnostic,3,32,22,True,2.965,0.97,0.9958073896169662,0.9959446394443512,0.996065359711647,1.0,1.0,1.0,0.0,0.9938190340995788,0.9961091876029968,0.9974380850791931,1.0,1.0,1.0,0.0,0.9939941942691803,0.9962199032306671,0.9975153982639313,1.0,1.0,1.0,0.0,0.9941508173942566,0.9963326156139374,0.9975884258747101,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.03,0.0001372498273849443,0.0001207202672958152,0.02606535971164703,-0.030000000000000027,-0.03500000000000014,1.0,0.001679512431146577,1.1783576337620615e-05,0.4680000000000002,1.0,,,,,,,,
