label,case,toy,variant,group,seed,time_to_ceiling,final_within_ceiling,ever_reached_ceiling,window_epoch_count,first_revision_pressure_epoch,first_policy_readiness_epoch,first_action_response_epoch,pressure_to_policy_lag,pressure_to_action_lag,early_revision_pressure_mean,early_revision_pressure_active_rate,early_social_revision_pressure_mean,early_policy_readiness_mean,early_pressure_policy_gap_mean,early_pressure_action_gap_mean,early_action_rate_mean,early_realized_revision_rate_mean,early_precommitment_rate_mean,early_commitment_rate_mean,revision_framing_flags
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_social_w0p5_0p5_h1,nabm,3,10,True,True,9,1,5,8,4,7,0.18739240317599254,1.0,0.031183549894226916,0.5366666666666666,0.009312799524881121,0.0373402236460788,0.711111111111111,1.0,0.2788888888888889,0.04111111111111112,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,1,12,True,True,10,1,5,8,4,7,0.18876997346650115,1.0,0.029300937682390227,0.599,0.007485768491903052,0.031886993054071736,0.751,1.0,0.321,0.11399999999999999,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,2,12,True,True,10,1,5,7,4,6,0.18796941369401565,1.0,0.029533412992954255,0.619,0.00697011153041176,0.03026222872136546,0.761,1.0,0.337,0.119,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_feedback_social_w0p5_0p5_h1,nabm,3,10,True,True,9,1,5,8,4,7,0.18739240317599254,1.0,0.031183549894226916,0.5366666666666666,0.009312799524881121,0.0373402236460788,0.711111111111111,1.0,0.2788888888888889,0.04111111111111112,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_social_feedback_w0p5_0p5_h1,nabm,1,11,True,True,10,1,5,8,4,7,0.18876885883825195,1.0,0.029373242646455754,0.601,0.0074846399705259595,0.031699121543676934,0.753,1.0,0.323,0.11499999999999999,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_social_feedback_w0p5_0p5_h1,nabm,2,12,True,True,10,1,5,7,4,6,0.1879593510317472,1.0,0.029624033510684978,0.624,0.006950542781229104,0.030069927650024114,0.766,1.0,0.33999999999999997,0.123,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_confidence_precommitment_social_feedback_w0p5_0p5_h1,nabm,3,10,True,True,9,1,5,8,4,7,0.18739265799660576,1.0,0.03130037532912358,0.5366666666666666,0.009309614383410108,0.0373402350217826,0.711111111111111,1.0,0.2788888888888889,0.042222222222222223,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_directional_social_w0p5_0p5_h1,nabm,1,19,False,True,10,1,5,11,4,10,0.18897410387803096,1.0,0.029022075533866876,0.5940000000000001,0.0075047804640524015,0.03962841769315477,0.6910000000000001,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag;pressure_not_sufficient_for_ceiling
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_directional_social_w0p5_0p5_h1,nabm,2,16,True,True,10,1,5,12,4,11,0.1880815298371424,1.0,0.028960836648941023,0.618,0.006984735911733602,0.03648348992528322,0.706,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag
toy24_basin_credit_objective_blend_quick,toy4_basin_credit,toy4,mixed_objective_basin_directional_social_w0p5_0p5_h1,nabm,3,19,False,True,10,1,5,10,4,9,0.18749957551736873,1.0,0.029373680025339122,0.581,0.008381519572393008,0.03849827482527682,0.696,1.0,0.0,0.0,revision_pressure_precedes_policy;revision_pressure_precedes_action;pressure_action_translation_lag;pressure_not_sufficient_for_ceiling
