label,regime,game_family,purpose,payoff_T,payoff_R,payoff_P,payoff_S,update_rule,mixer,peer_rule,seed,initial_cooperation_probability,policy_prior_mode,policy_prior_cooperation_probability,local_update_rule,neural_peer_mode,revision_rate,alpha,selection_strength,policy_temperature,payoff_transform,exploration_epsilon,learning_enabled,run_dir,final_cooperation_rate,final_mean_payoff,final_mean_policy_cooperation,final_cooperation_components,final_largest_cooperation_cluster_fraction,final_fragmentation_components
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,5,0.65,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162422_344533_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p65_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed05,0.67,2.98,0.6743782162666321,1,0.67,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,rd_well_mixed,none,none,1,0.65,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162422_597130_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_rd_well_mixed_p0p65_r0p25_reference_seed01,8.437227860672078e-10,1.9999999983125547,8.437227860672078e-10,0,0.0,0
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.7,match_p0,0.7,counterfactual_advantage,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162422_646366_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p7_prior_match_p0_counterfactual_adv_peer_spatial_r0p25_a0p0_seed01,0.38,2.265,0.36084067821502686,5,0.18,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.7,match_p0,0.7,counterfactual_advantage,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162425_664128_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p7_prior_match_p0_counterfactual_adv_peer_spatial_r0p25_a0p0_seed02,0.7,3.055,0.6575033664703369,1,0.7,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.7,match_p0,0.7,counterfactual_advantage,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162428_657148_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p7_prior_match_p0_counterfactual_adv_peer_spatial_r0p25_a0p0_seed03,0.73,3.04,0.6626814007759094,2,0.72,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,4,0.7,match_p0,0.7,counterfactual_advantage,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162431_676539_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p7_prior_match_p0_counterfactual_adv_peer_spatial_r0p25_a0p0_seed04,0.59,2.625,0.5774696469306946,1,0.59,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,5,0.7,match_p0,0.7,counterfactual_advantage,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162434_741886_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p7_prior_match_p0_counterfactual_adv_peer_spatial_r0p25_a0p0_seed05,0.48,2.45,0.40013617277145386,5,0.44,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.7,match_p0,0.7,counterfactual_advantage,well_mixed,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162437_875396_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p7_prior_match_p0_counterfactual_adv_peer_well_mixed_r0p25_a0p0_seed01,0.16,1.9,0.1169053241610527,12,0.04,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.7,match_p0,0.7,counterfactual_advantage,well_mixed,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162441_075429_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p7_prior_match_p0_counterfactual_adv_peer_well_mixed_r0p25_a0p0_seed02,0.46,2.14,0.4309422969818115,9,0.13,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.7,match_p0,0.7,counterfactual_advantage,well_mixed,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162444_172441_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p7_prior_match_p0_counterfactual_adv_peer_well_mixed_r0p25_a0p0_seed03,0.57,2.405,0.49376267194747925,3,0.52,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,4,0.7,match_p0,0.7,counterfactual_advantage,well_mixed,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162447_236445_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p7_prior_match_p0_counterfactual_adv_peer_well_mixed_r0p25_a0p0_seed04,0.57,2.3,0.5621686577796936,8,0.38,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,5,0.7,match_p0,0.7,counterfactual_advantage,well_mixed,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162450_297946_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p7_prior_match_p0_counterfactual_adv_peer_well_mixed_r0p25_a0p0_seed05,0.3,1.97,0.23899315297603607,12,0.1,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,1,0.7,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162453_407165_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p7_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed01,0.6,2.81,0.6081457138061523,1,0.6,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,2,0.7,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162453_662441_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p7_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed02,0.78,3.215,0.8048537373542786,1,0.78,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,3,0.7,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162453_927644_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p7_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed03,0.61,2.83,0.6084480285644531,1,0.61,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,4,0.7,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162454_184606_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p7_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed04,0.5,2.505,0.4789676368236542,1,0.5,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,5,0.7,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162454_438030_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p7_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed05,0.67,2.98,0.6743782162666321,1,0.67,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,rd_well_mixed,none,none,1,0.7,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162454_687696_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_rd_well_mixed_p0p7_r0p25_reference_seed01,0.9999889636644054,3.999926426522439,0.9999889636644054,0,0.0,0
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.75,match_p0,0.75,counterfactual_advantage,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162454_736979_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p75_prior_match_p0_counterfactual_adv_peer_spatial_r0p25_a0p0_seed01,0.69,2.9,0.6709441542625427,1,0.69,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.75,match_p0,0.75,counterfactual_advantage,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162457_858151_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p75_prior_match_p0_counterfactual_adv_peer_spatial_r0p25_a0p0_seed02,0.82,3.415,0.798244297504425,1,0.82,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.75,match_p0,0.75,counterfactual_advantage,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162500_873891_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p75_prior_match_p0_counterfactual_adv_peer_spatial_r0p25_a0p0_seed03,0.88,3.475,0.8396087884902954,1,0.88,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,4,0.75,match_p0,0.75,counterfactual_advantage,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162503_882798_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p75_prior_match_p0_counterfactual_adv_peer_spatial_r0p25_a0p0_seed04,0.81,3.2,0.8280523419380188,1,0.81,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,5,0.75,match_p0,0.75,counterfactual_advantage,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162506_939392_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p75_prior_match_p0_counterfactual_adv_peer_spatial_r0p25_a0p0_seed05,0.7,2.905,0.6740856766700745,3,0.68,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.75,match_p0,0.75,counterfactual_advantage,well_mixed,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162509_934788_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p75_prior_match_p0_counterfactual_adv_peer_well_mixed_r0p25_a0p0_seed01,0.54,2.3,0.47942763566970825,5,0.41,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.75,match_p0,0.75,counterfactual_advantage,well_mixed,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162513_058474_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p75_prior_match_p0_counterfactual_adv_peer_well_mixed_r0p25_a0p0_seed02,0.85,3.34,0.8389398455619812,1,0.85,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.75,match_p0,0.75,counterfactual_advantage,well_mixed,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162516_204808_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p75_prior_match_p0_counterfactual_adv_peer_well_mixed_r0p25_a0p0_seed03,0.82,3.19,0.7675754427909851,1,0.82,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,4,0.75,match_p0,0.75,counterfactual_advantage,well_mixed,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162519_274736_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p75_prior_match_p0_counterfactual_adv_peer_well_mixed_r0p25_a0p0_seed04,0.76,2.89,0.8398281335830688,1,0.76,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,5,0.75,match_p0,0.75,counterfactual_advantage,well_mixed,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162522_341874_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_neural_policy_none_p0p75_prior_match_p0_counterfactual_adv_peer_well_mixed_r0p25_a0p0_seed05,0.76,2.95,0.6995378136634827,1,0.76,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,1,0.75,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162525_361750_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p75_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed01,0.66,2.915,0.6739254593849182,1,0.66,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,2,0.75,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162525_620020_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p75_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed02,0.88,3.49,0.8798602223396301,1,0.88,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,3,0.75,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162525_879420_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p75_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed03,0.67,2.98,0.6643837094306946,1,0.67,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,4,0.75,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162526_137379_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p75_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed04,0.55,2.62,0.5289676189422607,1,0.55,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,5,0.75,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162526_399234_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_fermi_imitation_none_p0p75_prior_default_sampled_pg_peer_spatial_r0p25_a0p0_seed05,0.78,3.335,0.7842220067977905,1,0.78,100
toy2_stag_hunt_well_mixed_peer_gate_seed01_05,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,rd_well_mixed,none,none,1,0.75,default,,sampled_policy_gradient,spatial,0.25,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_well_mixed_peer_gate_seed01_05/runs/20260430_162526_650326_toy2_stag_hunt_well_mixed_peer_gate_seed01_05_stag_hunt_rd_well_mixed_p0p75_r0p25_reference_seed01,0.9999982914865468,3.999988609960476,0.9999982914865468,0,0.0,0
