label,regime,game_family,purpose,payoff_T,payoff_R,payoff_P,payoff_S,update_rule,mixer,peer_rule,seed,initial_cooperation_probability,policy_prior_mode,policy_prior_cooperation_probability,revision_rate,alpha,selection_strength,policy_temperature,payoff_transform,exploration_epsilon,learning_enabled,run_dir,final_cooperation_rate,final_mean_payoff,final_mean_policy_cooperation,final_cooperation_components,final_largest_cooperation_cluster_fraction,final_fragmentation_components,gate_label,condition
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.7,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151026_163127_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_default_r0p1_a0p0_seed01,0.49,2.26,0.4991708397865295,7,0.36,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.7,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151026_869342_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_default_r0p1_a0p0_seed02,0.57,2.465,0.5151346325874329,1,0.57,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.7,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151027_586645_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_default_r0p1_a0p0_seed03,0.58,2.44,0.4911006987094879,2,0.57,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.7,match_p0,0.7,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151028_386418_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_match_p0_r0p1_a0p0_seed01,0.68,2.61,0.6999998688697815,3,0.66,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.7,match_p0,0.7,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151029_225952_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_match_p0_r0p1_a0p0_seed02,0.76,3.01,0.6999998688697815,1,0.76,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.7,match_p0,0.7,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151029_980281_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_match_p0_r0p1_a0p0_seed03,0.75,2.87,0.6999998688697815,1,0.75,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.7,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151030_691234_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_default_r0p1_a0p0_seed01,0.51,2.33,0.4750756025314331,5,0.38,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.7,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151031_628738_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_default_r0p1_a0p0_seed02,0.55,2.395,0.4861504435539245,2,0.51,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.7,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151032_584690_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_default_r0p1_a0p0_seed03,0.54,2.36,0.4685522019863128,1,0.54,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.7,match_p0,0.7,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151033_576717_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_match_p0_r0p1_a0p0_seed01,0.67,2.59,0.7050980925559998,2,0.66,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.7,match_p0,0.7,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151034_571076_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_match_p0_r0p1_a0p0_seed02,0.76,3.1,0.7082844376564026,1,0.76,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.7,match_p0,0.7,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151035_663011_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p7_prior_match_p0_r0p1_a0p0_seed03,0.79,3.04,0.7198123335838318,1,0.79,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.9,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151036_638339_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p9_prior_default_r0p1_a0p0_seed01,0.49,2.26,0.4991720616817474,7,0.36,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.9,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151037_355949_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p9_prior_default_r0p1_a0p0_seed02,0.57,2.465,0.5151672959327698,1,0.57,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.9,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151038_072082_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p9_prior_default_r0p1_a0p0_seed03,0.58,2.44,0.4911013543605804,2,0.57,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.9,match_p0,0.9,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151038_789300_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p9_prior_match_p0_r0p1_a0p0_seed01,0.89,3.48,0.8999999165534973,1,0.89,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.9,match_p0,0.9,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151039_520864_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p9_prior_match_p0_r0p1_a0p0_seed02,0.91,3.58,0.8999999165534973,1,0.91,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.9,match_p0,0.9,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151040_251194_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p9_prior_match_p0_r0p1_a0p0_seed03,0.91,3.565,0.8999999165534973,1,0.91,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_no_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.9,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151040_970368_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p9_prior_default_r0p1_a0p0_seed01,0.52,2.32,0.4820085167884826,6,0.38,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.9,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151041_934816_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p9_prior_default_r0p1_a0p0_seed02,0.56,2.43,0.4922791719436645,2,0.52,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.9,default,,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151042_909781_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p9_prior_default_r0p1_a0p0_seed03,0.55,2.395,0.4775398671627044,1,0.55,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_default_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,1,0.9,match_p0,0.9,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151043_917527_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p9_prior_match_p0_r0p1_a0p0_seed01,0.9,3.53,0.9191227555274964,1,0.9,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,2,0.9,match_p0,0.9,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151044_912336_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p9_prior_match_p0_r0p1_a0p0_seed02,0.92,3.615,0.9203840494155884,1,0.92,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_learn
toy2_stag_hunt_prior_basin_neural_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,neural_policy,none,none,3,0.9,match_p0,0.9,0.1,0.0,1.0,1.0,linear,0.0,True,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151045_886157_toy2_stag_hunt_prior_basin_neural_seed01_03_stag_hunt_neural_policy_none_p0p9_prior_match_p0_r0p1_a0p0_seed03,0.93,3.65,0.9248294830322266,1,0.93,100,toy2_stag_hunt_prior_basin_gate_seed01_03,neural_match_p0_learn
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,1,0.1,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151101_434451_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p1_prior_default_r0p1_a0p0_seed01,0.02,1.995,0.0199999995529651,1,0.02,100,toy2_stag_hunt_prior_basin_gate_seed01_03,fermi_imitation
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,2,0.1,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151101_678990_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p1_prior_default_r0p1_a0p0_seed02,0.09,2.03,0.0890688449144363,2,0.07,100,toy2_stag_hunt_prior_basin_gate_seed01_03,fermi_imitation
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,3,0.1,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151101_912890_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p1_prior_default_r0p1_a0p0_seed03,0.06,2.0,0.0599999986588954,2,0.04,100,toy2_stag_hunt_prior_basin_gate_seed01_03,fermi_imitation
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,rd_well_mixed,none,none,1,0.1,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151102_154342_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_rd_well_mixed_p0p1_r0p1_reference_seed01,1.5091079792956772e-16,2.0,1.5091079792956772e-16,0,0.0,0,toy2_stag_hunt_prior_basin_gate_seed01_03,rd_well_mixed
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,1,0.3,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151102_160539_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p3_prior_default_r0p1_a0p0_seed01,0.16,2.035,0.1546878963708877,5,0.07,100,toy2_stag_hunt_prior_basin_gate_seed01_03,fermi_imitation
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,2,0.3,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151102_407682_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p3_prior_default_r0p1_a0p0_seed02,0.3,2.24,0.2896876037120819,2,0.22,100,toy2_stag_hunt_prior_basin_gate_seed01_03,fermi_imitation
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,3,0.3,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151102_657547_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p3_prior_default_r0p1_a0p0_seed03,0.14,2.025,0.144073337316513,4,0.07,100,toy2_stag_hunt_prior_basin_gate_seed01_03,fermi_imitation
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,rd_well_mixed,none,none,1,0.3,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151102_901228_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_rd_well_mixed_p0p3_r0p1_reference_seed01,1.856478620481736e-15,1.999999999999997,1.856478620481736e-15,0,0.0,0,toy2_stag_hunt_prior_basin_gate_seed01_03,rd_well_mixed
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,1,0.5,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151102_907442_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p5_prior_default_r0p1_a0p0_seed01,0.34,2.2,0.3437621295452118,5,0.27,100,toy2_stag_hunt_prior_basin_gate_seed01_03,fermi_imitation
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,2,0.5,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151103_154857_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p5_prior_default_r0p1_a0p0_seed02,0.43,2.485,0.4196876287460327,2,0.41,100,toy2_stag_hunt_prior_basin_gate_seed01_03,fermi_imitation
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,3,0.5,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151103_409342_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p5_prior_default_r0p1_a0p0_seed03,0.29,2.115,0.2882929444313049,6,0.12,100,toy2_stag_hunt_prior_basin_gate_seed01_03,fermi_imitation
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,rd_well_mixed,none,none,1,0.5,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151103_657394_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_rd_well_mixed_p0p5_r0p1_reference_seed01,4.8819338525160034e-14,1.9999999999999023,4.8819338525160034e-14,0,0.0,0,toy2_stag_hunt_prior_basin_gate_seed01_03,rd_well_mixed
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,1,0.6,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151103_664741_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p6_prior_default_r0p1_a0p0_seed01,0.36,2.195,0.3678354620933532,6,0.27,100,toy2_stag_hunt_prior_basin_gate_seed01_03,fermi_imitation
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,2,0.6,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151103_913103_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p6_prior_default_r0p1_a0p0_seed02,0.69,3.005,0.6896876692771912,1,0.69,100,toy2_stag_hunt_prior_basin_gate_seed01_03,fermi_imitation
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,3,0.6,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151104_170334_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p6_prior_default_r0p1_a0p0_seed03,0.36,2.18,0.3684446811676025,5,0.16,100,toy2_stag_hunt_prior_basin_gate_seed01_03,fermi_imitation
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,rd_well_mixed,none,none,1,0.6,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151104_419082_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_rd_well_mixed_p0p6_r0p1_reference_seed01,2.111248601795015e-12,1.9999999999957772,2.111248601795015e-12,0,0.0,0,toy2_stag_hunt_prior_basin_gate_seed01_03,rd_well_mixed
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,1,0.7,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151104_425268_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p7_prior_default_r0p1_a0p0_seed01,0.45,2.39,0.4587711691856384,3,0.42,100,toy2_stag_hunt_prior_basin_gate_seed01_03,fermi_imitation
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,2,0.7,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151104_680818_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p7_prior_default_r0p1_a0p0_seed02,0.86,3.48,0.8737541437149048,1,0.86,100,toy2_stag_hunt_prior_basin_gate_seed01_03,fermi_imitation
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,3,0.7,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151104_933313_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p7_prior_default_r0p1_a0p0_seed03,0.6,2.66,0.60453200340271,1,0.6,100,toy2_stag_hunt_prior_basin_gate_seed01_03,fermi_imitation
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,rd_well_mixed,none,none,1,0.7,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151105_182745_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_rd_well_mixed_p0p7_r0p1_reference_seed01,0.9999889636644054,3.999926426522439,0.9999889636644054,0,0.0,0,toy2_stag_hunt_prior_basin_gate_seed01_03,rd_well_mixed
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,1,0.9,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151105_189234_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p9_prior_default_r0p1_a0p0_seed01,0.94,3.775,0.9399999976158142,1,0.94,100,toy2_stag_hunt_prior_basin_gate_seed01_03,fermi_imitation
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,2,0.9,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151105_445749_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p9_prior_default_r0p1_a0p0_seed02,0.97,3.88,0.9700000286102296,1,0.97,100,toy2_stag_hunt_prior_basin_gate_seed01_03,fermi_imitation
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,fermi_imitation,none,none,3,0.9,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151105_698510_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_fermi_imitation_none_p0p9_prior_default_r0p1_a0p0_seed03,0.99,3.95,0.9900000095367432,1,0.99,100,toy2_stag_hunt_prior_basin_gate_seed01_03,fermi_imitation
toy2_stag_hunt_prior_basin_refs_seed01_03,stag_hunt,stag_hunt,basin sensitivity,3.0,4.0,2.0,0.0,rd_well_mixed,none,none,1,0.9,default,,0.1,0.0,1.0,1.0,linear,0.0,False,/tmp/toy2_stag_hunt_prior_basin_gate_seed01_03/runs/20260430_151105_941143_toy2_stag_hunt_prior_basin_refs_seed01_03_stag_hunt_rd_well_mixed_p0p9_r0p1_reference_seed01,0.9999998932270588,3.999999288180588,0.9999998932270588,0,0.0,0,toy2_stag_hunt_prior_basin_gate_seed01_03,rd_well_mixed
